"auth.name","2012","2013","2014","2015","2016"
"Rochford",59.228650137741,47.4103585657371,50.2027575020276,32.3111443530292,34.3651295009476
"Cherwell",39.2545982575024,38.6468477703742,45.4981992797119,42.710027100271,34.0439781225583
"Teignbridge",42.9891650732951,39.6816037735849,35.733070348455,35.5512696882031,33.6413514293965
"Camden",36.5570234564573,35.8947259885549,35.7508599637634,33.772609140787,33.0810160485214
"North Norfolk",34.8594741613781,31.7481285777191,34.6543372963452,33.5097001763668,32.8101071975498
"Chichester",36.3562588760398,35.9552765790506,39.169741697417,32.9403361790638,32.6407613005551
"Exeter",41.6239590006406,43.7374892765227,34.8735560412114,30.8928571428571,32.4018237976173
"Nottingham",32.0716672427699,36.1726892756997,32.5008900869742,35.0859550830819,32.3369042273398
"Wandsworth",43.7588501840838,33.4504900304157,32.689445308107,30.3647186503108,31.7899078601603
"Maldon",50.0818330605565,49.9165275459099,47.1358428805237,33.9595375722543,31.7591499409681
"Sutton",39.8095909732017,33.1767256956993,37.4254049445865,35.1948573724387,31.5457413249211
"Lewisham",37.9713088739368,30.2556630017221,46.6124661246612,44.2632299270073,31.4683544303797
"Herefordshire",52.6793823796549,46.1340206185567,36.7618586640852,16.0175155565799,31.377605845691
"East Devon",42,42.1809466746555,34.2775302355188,31.2304809494066,30.6289881494986
"Wychavon",32.5939339067451,27.4105754276827,30.6208053691275,39.9175541051185,30.3457536085935
"Reigate and Banstead",64.6888567293777,50.1258540093492,40.0461183704842,63.0372492836676,30.3204047217538
"Mid Suffolk",41.3385826771654,51.2096774193548,35.0974930362117,31.3343328335832,30.2898550724638
"Brighton & Hove",32.820830750155,29.9000232504069,31.3091860422271,29.9766298092016,30.0708752266359
"Ryedale",36.3762102351314,34.1404358353511,33.9622641509434,30.0121506682868,30.0228310502283
"Taunton Deane",41.580310880829,30.6090979182729,35.8717434869739,28.8509162951956,29.8336798336798
"York",36.1927290836653,33.3519241494702,29.6544741172004,30.6160316674913,29.5174909529554
"Craven",28.1710914454277,23.0597014925373,25.5181347150259,32.0610687022901,28.4713375796178
"Tamworth",38.0722891566265,39.8009950248756,39.4568690095847,37.1090448013525,28.4210526315789
"Kensington & Chelsea",31.6483269705816,28.8250785829581,27.6778082191781,25.7718324516521,28.0304216530589
"Scarborough",43.6393205637875,45.3088532752451,50.0983975260051,23.7244897959184,27.9126213592233
"Christchurch",33.7012219156484,31.1909262759924,28.7958115183246,26.7399267399267,27.5658807212205
"Isle of Wight",41.4064483371414,38.3843717001056,36.3754213119004,26.8791627021884,27.5216475544114
"Derbyshire Dales",26.4189886480908,27.9214559386973,26.3746505125815,27.1036727103673,22.4534026874729
"North Tyneside",27.1591526344378,15.8003300330033,20.9941520467836,20.1175406871609,20.3246294989414
"Milton Keynes",34.5632973503435,28.1753366781093,24.1315656989428,22.1747938069744,19.6958777745748
"Boston",38.3720930232558,34.3329886246122,28.6692759295499,33.9920948616601,18.8679245283019
"Westminster",49.0575963253313,36.699079701337,37.5163187574864,26.8729413512789,17.0172154968985
"Hounslow",45.3374285470523,37.1511300571061,40.4928482587065,39.1709873760144,8.63858363858364
"Plymouth",0.426439232409382,4.51745379876797,4.35643564356436,3.17757009345794,1.43884892086331
"Central Bedfordshire",13.0434782608696,0,NA,0,0
"Isles of Scilly",NA,NA,NA,NA,NA
"Bolsover",NA,NA,NA,NA,NA
"Corby",11.6438356164384,11.5151515151515,NA,NA,NA
"Doncaster",93.6995153473344,NA,NA,NA,NA
"Hertfordshire",NA,NA,NA,NA,NA
"Kent",NA,NA,NA,NA,NA
"Redcar & Cleveland",NA,Inf,NA,NA,NA
"Rossendale",Inf,Inf,Inf,NA,NA
"South Cambridgeshire",NA,Inf,NA,NA,NA
"Suffolk",NA,NA,NA,NA,NA
"Worcestershire",37.280701754386,50.4950495049505,136.708860759494,Inf,NA
"Total for London",54.3532670808791,47.5465768163543,47.0966954452777,44.3708153237069,40.7716737754067
"Total for rest of England",59.863370719335,56.9689631225627,55.980728228237,53.3518381854933,52.8357389215092
"Total for all of England",57.6489988153496,53.1859580965319,52.3955084866292,49.7639527054874,47.9407415227141
